ID,Chinese,English,Context,Source,Notes
noah_game__aas_force_quit_msg,【防沉迷】亲爱的玩家，据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》，当前防沉迷系统保护已生效，请合理安排游戏，注意休息哦~,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_friendly_tip,温馨提示,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_i_know,我知道了,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_internal_error,内部数据异常，请退出游戏！,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_left_time_today,今天剩余游戏时长,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_measure_title,防沉迷措施,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_network_error,网络不给力，请检查网络状态后重试。,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_quit,退出游戏,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_realname_verify_force_msg,亲爱的玩家，请先完成实名登记，才能体验游戏。,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_realname_verify_optional_msg,【防沉迷】亲爱的玩家，根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》《关于进一步严格管理 切实防止未成年人沉迷网络游戏的通知》，未实名帐号不可体验游戏，请完成实名登记。,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_realname_with_underline, 实名登记 ,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_rules,根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》《关于进一步严格管理 切实防止未成年人沉迷网络游戏的通知》，为引导未成年人健康游戏，未实名的玩家不能登录游戏，未成年玩家登录游戏将会受到以下限制：\n一、时间限制\n1. 未成年玩家可在周五、周六、周日和法定节假日每日晚20时至21时登录游戏，其他时间无法登录游戏。\n二、消费限制\n1. 8周岁以下(不含)无法进行充值。\n2. 8周岁至16周岁(含8周岁，不含16周岁)充值单次不超过50元，每月累计不超过200元。\n3. 16周岁至18周岁(含16周岁，不含18周岁)充值单次不超过100元，每月累计不超过400元。,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_rules_header,【防沉迷】亲爱的玩家，<ntsdk color=\,,System/SDK,resources.arsc,Extracted from APK resources
noah_game__aas_verify,实名登记,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__change_mobile,更换号码,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__confirm,确认,Confirm,Button,resources.arsc,Extracted from APK resources
mobile_link__current_linked_is,当前关联手机号：%1$s,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__current_linked_phone,当前关联手机号,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__current_linked_phone_is,当前关联的手机号是%1$s,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__current_phone_is,验证手机号：%1$s,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__error_phone_null,请输入手机号码,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__error_protocol_unchecked,请先同意运营商条款，再继续操作。,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__error_server,网络连接超时，请稍后重试。,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__error_sms_null,请输入短信验证码,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__get_captcha,获取验证码,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__history_phone_is,曾用手机号：%1$s,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__input_current_phone_hint,请输入当前关联手机号进行验证,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__input_old_phone_hint,请输入原手机号进行验证,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__input_phone_hint,请输入手机号码,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__input_sms_hint,请输入验证码,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__link_history_phone_tip,您曾关联以上号码，是否继续使用该号码为关联手机号？,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__link_local_phone,关联本机号码,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__link_other_phone,关联其他手机号,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__link_phone,关联手机,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__link_phone_success_tip,关联成功，当前关联手机号,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__local_phone_is,本机号码：%1$s,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__next,下一步,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__not_update,不更新,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__ok,我知道了,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__phone_auto_link_phone,手机帐号自动关联登录手机号,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__read_and_agree,我已详细阅读并同意,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__return_game,返回游戏,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__send_again,重新发送,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__sms_verify,短信验证,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__unified_update_phone_sms_tip,关联手机成功，是否将所有原手机号为%1$s的关联手机统一更新为此号码？需要通过短信验证原手机号。,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__unified_update_phone_tip,关联手机成功，是否将所有原手机号为%1$s的关联手机统一更新为此号码？,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__update,更新,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__update_phone,更换号码,,System/SDK,resources.arsc,Extracted from APK resources
mobile_link__verify_history_phone_tip,当前已关联以上手机号，是否继续使用该号码为关联手机号？,,System/SDK,resources.arsc,Extracted from APK resources
epaypp_all_image,所有照片,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaypp_back_facing_camera_not_exist,不存在后置摄像头,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaypp_camera_not_detected,未检测到相机,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaypp_file_path_is_null,文件路径为空,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaypp_id_avatar_layer,人像面,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaypp_id_guohui_layer,国徽面,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaypp_loading,加载中,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaypp_open_back_facing_camera_fail,打开后置摄像头失败,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaypp_take_photo_fail,拍照失败,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaypp_take_photo_save_fail,拍照保存失败,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaypp_taking_photo,拍照,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaypp_toke_photo_image,拍摄照片,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_account,持卡人,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_account_desc,为了您的账户资金安全，只能绑定持卡人本人的银行卡。\n\n获取更多帮助，请致电网易支付客服电话\n %1$s。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_account_tips,持卡人说明,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_acid_head_warming,验证本人姓名和身份证号，以保证账户安全；\n完成身份验证后仅可添加本人银行卡,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_acid_no_sms_tips,1.请检查手机信号，或者重新开机尝试\n2.请检查短信是否被手机安全软件拦截\n3.各个机型的短信中心号码设置有不同的方式，建议您到当地的通讯运营商咨询核实手机中的短信中心号码是否设置正确\n4.获取更多帮助，请拨打客服电话\n %1$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_acid_phone_tips_hasp,1 .若手机已停用，请至网易支付APP「我的」-「设置」页面更换手机号码\n2.获取更多帮助，请拨打客服电话400-0881188,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_acid_phone_tips_nop,请填写本人常用手机号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_activate_failed,激活失败,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_activate_now,立即开通,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_add,添加,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_add_bankcard,添加银行卡,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_auto_risk_diff_se_no,待验证将军令与设备绑定序列号不一致，请确认,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_auto_risk_invalid,将军令已失效，请确认后重新激活,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_auto_risk_low_version,将军令客户端版本过低，请更新,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_bank_phone,银行预留手机号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_bankcard_detail,银行卡详情,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_base_back_modify,返回修改,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_base_balance,余额,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_base_cmb_name_warming,您输入的持卡人姓名「%s」存在特殊符号，确认绑卡？,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_base_confirm_commit,确认提交,Confirm,Button,resources.arsc,Extracted from APK resources
epaysdk_base_file_chooser_title,文件选择,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_base_unsupport_picking_file,当前系统不能处理文件上传,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_bind_card_findback,绑定新卡找回,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_bind_card_set_pwd,绑定新卡设置,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_bind_card_verify,绑定新卡验证身份,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_cancel,取消,Cancel,Button,resources.arsc,Extracted from APK resources
epaysdk_change_card_tip,更换银行卡,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_change_password,修改支付密码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_change_pay_method,切换支付方式,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_change_paymethod,更换支付方式,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_choose_account,选择账号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_choose_owner_bank,选择所属银行,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_code_sent_already,验证码已发送至手机号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_collapse,收起,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_complaints,求助反馈,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_complete,完成,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_current_login_account,当前登录账号：%s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_cvv,安全码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_cvv_desc,安全码是打印在信用卡背面签名区域的一串数字，一般是后3位或4位数字。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_cvv_tips,安全码说明,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_delete_succeed,删除成功,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_edit,编辑,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_epay_youhui,网易支付优惠,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_error_too_much_wait,尝试次数过多，请稍后再试,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_exit,退出,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_exit_liveness_warming,是否退出身份验证？,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_expand,详情,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_expire,有效期,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_expire_desc,有效期是打印在信用卡正面卡号下方，标准格式为月份在前，年份在后的一串数字。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_expire_tips,有效期说明,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_failed_no_safe_phone,未绑定密保手机号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_forward_resolve,前往解决,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_frozen,您的账号当前已冻结，请下载网易支付APP提交账户信息进行申诉，申诉通过后账号即可解冻,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_general_self_check_fail,将军令校验失败,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_gift_card,礼品卡,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_give_up,放弃,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_go_addcard,前往绑定银行卡,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_go_ahead_bind_card,继续绑卡,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_go_modify,去修改,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_go_re_add_card,前往重新添卡,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_go_verify,去验证,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_i_agree,我同意,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_i_known,我知道了,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_id_verify,身份验证,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_input_origin_pwd_check_id,请输入原支付密码，以验证身份,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_input_sms_code,请输入短信验证码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_input_sms_code_2verify_id,输入短信验证码以验证身份,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_input_valid_code,请输入正确的验证码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_input_xx,请输入%s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_input_xx_2verify_id,输入%s以验证身份,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_jifen_discount,使用%1$s积分抵¥%2$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_jifen_discount_desc,%1$s总积分为%2$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_jifen_unused,%1$s%2$s积分未使用,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_kaola_safepay,考拉安全支付,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_known,知道了,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_login,登录,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_login_account_hint,请输入网易邮箱/通行证账号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_login_other_account,登录其他账号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_login_pwd_hint,请输入登录密码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_modify_immediately,立即修改,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_modify_success,修改成功,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_ne_freephone_call_xx,网易免费电话将会拨至：%s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_ness_gift_card,网易礼品卡,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_no,否,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_no_discount,不使用网易支付优惠,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_no_sms_addcard_warming,为保障您的账户资金安全，请先绑定银行卡验证身份,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_ok,确定,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_order_amount,订单金额,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_outer_frozen,您的账号已被冻结，详情请联系网易支付客服400-088-1188,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pay,付 款,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pay_account,付款账号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pay_addcard_then_pay,完成添卡并支付,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pay_chooser_jifen_desp,积分%1$s可抵¥%2$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pay_discount_label,立减¥%s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pay_merchant_format,向%s付款,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pay_random_discount,随机立减,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pay_random_huiyou,随机优惠,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pay_result_jifen_desp,%1$s%2$s积分抵¥%3$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pay_success,支付成功,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pay_with_new_card,使用新卡支付,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pay_youhui,优惠,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_permission_open_warming,请授权手机的相关权限，以完成下一步流程操作,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_phone,手机号说明,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_phone_desc,银行预留的手机号是办理该银行卡时所填写的手机号码。没有预留手机号、忘记手机号、或手机已停用，请联系银行客服更新处理。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_phone_desc_kl,银行预留的手机号是办理该银行卡时所填写的手机号，如忘记、停用或无预留手机号码，请拨打银行客服电话进行更新处理。,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_please_fill_bankinfo,请填写银行预留信息，后续只能添加该持卡人银行卡,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pls_input_tail_cardnum,请输入尾号%s的银行卡号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pls_input_verify_code,请输入验证码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pls_input_voice_code,请输入语音验证码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_pls_pick_credit_date,请选择信用卡有效期,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_prepay_unusable_warm,以下礼品卡不可在本次交易中使用,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_prepaycard_detail,礼品卡详情,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_psw_set_tips_1,请设置6位数字支付密码，不可与银行取款密码、生日、手机号码、其他平台支付密码相同,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_psw_set_tips_2,请确认6位数字支付密码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_psw_swipe_face,验证实名信息+人脸识别,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_psw_verification_choose,请选择任一种方式进行身份验证,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_psw_verify_sms_card,短信验证码+银行卡信息,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_quit_addcard_warming,放弃绑定银行卡？,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_reacquire,重新获取,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_realname_no_sms_tips,1.请检查短信是否被手机安全软件拦截\n2.请确保手机未欠费\n3.获取更多帮助，请拨打客服电话\n %1$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_recommand_phone_no,上次使用的手机 %s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_recording_finger,指纹支付暂时锁定，密码校验成功后将重新启用,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_report_loss,你的网易支付账号挂失中，如非本人操作，请登录 epay.163.com 查看详情,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_report_loss_timeout,你的网易支付账号挂失已过期，请登录 epay.163.com 查看详情,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_reset,重新设置,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_resign_card_error_warming,卡号输入不正确，请输入尾号%s的银行卡号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_risk_auto_check_tips,已安装%s，自动校验动态密码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_risk_god_like,大神,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_risk_jiangjunling,将军令,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_sdk_ver_suc,验证成功,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_sending,发送中...,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_sms_verify_code,短信验证码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_switch,切换,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_switch_account_desc,切换付款账号时，收货账号不变,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_switch_pay_account,切换付款账号,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_try_again,再试一次,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_unavailable_finger,未授予指纹权限，不可使用指纹,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_up_limit,提升额度,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_use_ease_card,使用礼品卡,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_use_epay_random_youhui,使用网易支付 随机优惠,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_vcode_sent2_phone_,验证码已发送至手机号：,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_vcode_will_wend2_,短信验证码将发至：,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_verify_code_empty_warning,请先获取验证码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_verify_rightnow,立即验证,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_voice_verify_code,语音验证码,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_webview_error_url,服务异常，如需帮助请电话咨询网易支付客服400-088-1188,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_wrong_short_pwd,您设置的密码重复或连续数字过多，安全性太弱，请重新设置,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_xx_will_send2_xx,%1$s将发至：%2$s,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_xypay_unuseable,信用付不可用,,Account / Payment SDK,resources.arsc,Extracted from APK resources
epaysdk_yes,是,,Account / Payment SDK,resources.arsc,Extracted from APK resources
yd_privacy_agree,请同意服务条款,,System/SDK,resources.arsc,Extracted from APK resources
go_back_input_id,返回身份证输入,,System/SDK,resources.arsc,Extracted from APK resources
go_to_customer_service,前往客服提交资料,,System/SDK,resources.arsc,Extracted from APK resources
go_to_verify_appeal,人脸识别申诉指引,,System/SDK,resources.arsc,Extracted from APK resources
init_fail,初始化失败，请返回重新操作,,System/SDK,resources.arsc,Extracted from APK resources
libbase_camera_audio_permission_utils_go_to_set_up,前往设置,,System/SDK,resources.arsc,Extracted from APK resources
libbase_camera_audio_permission_utils_not_set_up_temporarily,暂不设置,,System/SDK,resources.arsc,Extracted from APK resources
libbase_camera_audio_permission_utils_please_open_n_permission_of_netease_god_to_use_microphone_in_settings,请在设置中开启网易大神对麦克风的\n使用权限,,System/SDK,resources.arsc,Extracted from APK resources
libbase_camera_audio_permission_utils_unable_to_use_voice,无法使用语音,,System/SDK,resources.arsc,Extracted from APK resources
libpermission_permission_utils_please_authorize_storage_permissions,请授权存储权限,,System/SDK,resources.arsc,Extracted from APK resources
list_load_footer_no_more,没有更多了,,System/SDK,resources.arsc,Extracted from APK resources
list_load_loading_text,正在加载…,,System/SDK,resources.arsc,Extracted from APK resources
main_normal_web_activity_album,相册,,System/SDK,resources.arsc,Extracted from APK resources
main_normal_web_activity_camera,相机,,System/SDK,resources.arsc,Extracted from APK resources
main_normal_web_activity_cancel,取消,Cancel,Button,resources.arsc,Extracted from APK resources
main_normal_web_activity_cannot_take_pictures__you_do_not_grant_permission_to_take_pictures_,"无法拍照,您未授予拍照权限",,System/SDK,resources.arsc,Extracted from APK resources
main_normal_web_activity_please_choose_way_to_upload_pictures_,请选择图片上传方式,,System/SDK,resources.arsc,Extracted from APK resources
main_normal_web_activity_save_failed,保存失败,,System/SDK,resources.arsc,Extracted from APK resources
main_normal_web_activity_save_successfully,保存成功,,System/SDK,resources.arsc,Extracted from APK resources
main_normal_web_activity_save_to_cell_phone,保存到手机,,System/SDK,resources.arsc,Extracted from APK resources
main_normal_web_activity_to_set_up,去设置,,System/SDK,resources.arsc,Extracted from APK resources
main_normal_web_activity_web_links,网页链接,,System/SDK,resources.arsc,Extracted from APK resources
net_error,网络错误，请重新尝试,,System/SDK,resources.arsc,Extracted from APK resources
ok,确定,,System/SDK,resources.arsc,Extracted from APK resources
permission_apply,权限申请,,System/SDK,resources.arsc,Extracted from APK resources
permission_apply_goto_app_settings,去设置,,System/SDK,resources.arsc,Extracted from APK resources
permission_audio_need,在“权限-麦克风”允许我们访问您的麦克风，即可进入拍摄。,,System/SDK,resources.arsc,Extracted from APK resources
permission_audio_need_for_record,在“权限-麦克风”允许我们访问您的麦克风，即可进入录音。,,System/SDK,resources.arsc,Extracted from APK resources
permission_camera_need,在“权限-相机”允许我们访问您的相机，即可进入拍摄。,,System/SDK,resources.arsc,Extracted from APK resources
permission_camera_need_for_take_avator,在“权限-相机”允许我们访问您的相机。,,System/SDK,resources.arsc,Extracted from APK resources
permission_read_need,在“权限-存储”允许我们读写您的手机存储器，即可进入拍摄。,,System/SDK,resources.arsc,Extracted from APK resources
permission_to_setting,去设置,,System/SDK,resources.arsc,Extracted from APK resources
permission_write_need,在“权限-存储”允许我们读写您的手机存储器，即可进入拍摄。,,System/SDK,resources.arsc,Extracted from APK resources
remain_count_tip,还剩%s重填机会,,System/SDK,resources.arsc,Extracted from APK resources
request_failed,请求失败，请重新尝试,,System/SDK,resources.arsc,Extracted from APK resources
server_busy,系统繁忙，请稍后再试,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_activity_loop_upload_give_up_uploading,放弃上传,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_activity_loop_upload_recognition_is_complete__please_wait_for_upload_to_complete,"识别完成, 请等待上传",,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_activity_loop_upload_uploading,正在上传,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity__0_seconds_,(0秒),,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_close,关闭,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_failed_to_open_camera,相机打开失败,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_failed_to_open_recording,录音打开失败,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_failed_to_start_preview,相机初始化失败，请重新进入,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_in_screen_,录屏中，,,System/SDK,resources.arsc,Extracted from APK resources
